"paragraph","message","polarity_class","polarity_score","emotion"
"এই একমুখী শাসন ব্যবস্থায় পুলিশ জনগণের বন্ধু হতে পারে না","","weaklyNegative",-0.5983753204345703,"{""neutral"":0.002353025833144784,""happy"":0.0018301550298929214,""anger/disgust"":0.6598389148712158,""sadness"":0.6896507740020752,""surprise"":0.002747969701886177,""fear"":0.043878793716430664}"
"এই কথা যদি সত্যি হয়, তাহলে বলতে হচ্ছে যে পুলিশ বাহিনীতে এরকম লোক থাকে সেই বাহিনী কখনো জনগণের আস্থার স্থান বা জনগণের বন্ধু হতে পারবে না, অসম্ভব","","stronglyNegative",-0.9998884916305542,"{""neutral"":0.002871369943022728,""happy"":0.0019608112052083015,""anger/disgust"":0.9670863151550293,""sadness"":0.10047326982021332,""surprise"":0.004755549598485231,""fear"":0.006066966336220503}"
"এই খালি জায়গাটা কি খেলার মাঠ হিসেবে বরাদ্দকৃত ছিলা নাকি খালি জায়গাটা বাচ্চারা খেলার জায়গা হিসেবে ব্যাবহার করতো আগে তা জানতে হবে পরে মন্তব্য করুন।","","neutral",0.19896160364151003,"{""neutral"":0.9922481775283813,""happy"":0.0007140837842598557,""anger/disgust"":0.010636386461555958,""sadness"":0.002529720077291131,""surprise"":0.0018554457928985357,""fear"":0.0010431375121697783}"
"এই ঘটনা প্রমাণ করে পুলিশ আসলে সরকার নয়, জনগনও নয় বরং প্রাইভেট করপোরেশনের চাকর।","","stronglyNegative",-0.9999361038208008,"{""neutral"":0.000957794371061027,""happy"":0.001026745536364615,""anger/disgust"":0.9788573980331421,""sadness"":0.11165288090705872,""surprise"":0.0020989698823541403,""fear"":0.002159237628802657}"
"এই ছেলেটাকে গারদ এ আটকানোর মত নির্লজ্জ কাজে জড়িত police সদস্যদের শাস্তির দাবি জানাই!","","stronglyNegative",-0.9999248743057251,"{""neutral"":0.0026896630879491568,""happy"":0.0010432165581732988,""anger/disgust"":0.9869419932365417,""sadness"":0.02705160714685917,""surprise"":0.0010983532993122935,""fear"":0.0013782187597826123}"
"এই ঢাকা শহর আর বসবাসের যোগ্য নেই!","","stronglyNegative",-0.9993871450424194,"{""neutral"":0.005564963910728693,""happy"":0.0005250457907095551,""anger/disgust"":0.010248146951198578,""sadness"":0.9889603853225708,""surprise"":0.001503110397607088,""fear"":0.01450604759156704}"
"এই দেশ এর কপালে সামনে খুব খারাপ অবস্থা হবে😡","","stronglyNegative",-0.9998863458633422,"{""neutral"":0.009107626974582672,""happy"":0.004527227953076363,""anger/disgust"":0.43293681740760803,""sadness"":0.5799367427825928,""surprise"":0.005752046126872301,""fear"":0.24603158235549927}"
"এই দেশটা কি হাসিনার পরিবার কিনেছে? এইদেশটা কি আঠার কোটি জনগণের না জয় আর হাসিনার?","","stronglyNegative",-0.9998780250549316,"{""neutral"":0.005612111650407314,""happy"":0.003940103575587273,""anger/disgust"":0.9674542546272278,""sadness"":0.06288094073534012,""surprise"":0.009280885569751263,""fear"":0.007545562461018562}"
"এই দেশে টিকে থাকাও একটা যুদ্ধ।😒","","stronglyNegative",-0.9998702049255371,"{""neutral"":0.08270429074764252,""happy"":0.025113604962825775,""anger/disgust"":0.37863799929618835,""sadness"":0.5813150405883789,""surprise"":0.028519654646515846,""fear"":0.06763210892677307}"
"এই দেশের কোন ভবিষ্যৎ নাই আর","","stronglyNegative",-0.9999055147171021,"{""neutral"":0.0016482396749779582,""happy"":0.0006963109481148422,""anger/disgust"":0.027642209082841873,""sadness"":0.9740168452262878,""surprise"":0.0018828193424269557,""fear"":0.07961728423833847}"
"এই ধরনের ঘটনার কারণে মানুষ আর বিচার চায় না😭😭😭","","stronglyNegative",-0.9999144792556762,"{""neutral"":0.003710813820362091,""happy"":0.0012006995966657996,""anger/disgust"":0.05716177821159363,""sadness"":0.91828453540802,""surprise"":0.004885117989033461,""fear"":0.19575902819633484}"
"এই প্রধানমন্ত্রী তো নাটের গুরু।","","stronglyPositive",0.9971347093582155,"{""neutral"":0.020624518394470215,""happy"":0.004605128429830074,""anger/disgust"":0.9314042925834656,""sadness"":0.05386412888765335,""surprise"":0.024347247555851936,""fear"":0.012824631296098232}"
"এই বাচ্চারাই যখন ঘরের মধ্যে বন্দি থেকে,পাবছি খেলে হতাস হয়ে খারাপ পথে চলে যায়,তখন পুলিশ বলে- অভিভাবক দের খোঁজ রাখা দর কার,বাচ্চারা কার সাথে মিশে।।আর এখন যখন অভিভাবক মাঠের জন্য প্রতিবাদ করে,,তখন তাকে থানায় আটকে রাখে।।।কই যাব!!! আজব দেশ!!!","","stronglyNegative",-0.999488377571106,"{""neutral"":0.003436124185100198,""happy"":0.005701145157217979,""anger/disgust"":0.8201085329055786,""sadness"":0.485103577375412,""surprise"":0.05932842940092087,""fear"":0.08669640123844147}"
"এই বার বেছে গেলেও, ভবিষ্যতে চুরি, ডাকাতি, বাবা ব্যাবসায়ি, কিসোর গ্যাং বা অস্র মামলার জন্য অপেক্ষায় থাকো,,বাংলাদেশ পুলিশ অন্য রকম এক জাত,,,","","stronglyNegative",-0.9998351335525513,"{""neutral"":0.04793151468038559,""happy"":0.08459598571062088,""anger/disgust"":0.8306035399436951,""sadness"":0.19489841163158417,""surprise"":0.037162333726882935,""fear"":0.04653916880488396}"
"এই হচ্ছে অবৈধ ভোট চোর মাফিয়া হাসিনার নারীর প্রতি ভালবাসা... তার পোষা কুকুরের দল একজন মহিলার সাথে যে ব্যাবহার করসে তার পরেও এসব কুকুরদের কোন বিচারের আওতায় আনা হচ্ছে না।। এটাই সন্ত্রাসী খুনি রক্তচোষা হাসিনার আইনের শাসন।","","stronglyNegative",-0.999929404258728,"{""neutral"":0.0012636182364076376,""happy"":0.0023949791211634874,""anger/disgust"":0.9860731363296509,""sadness"":0.06052204221487045,""surprise"":0.005244813859462738,""fear"":0.00972632598131895}"
"এই হলো স্বাধীন দেশের নমুনা,,,","","stronglyNegative",-0.9404712438583374,"{""neutral"":0.00021122756879776716,""happy"":0.000364339561201632,""anger/disgust"":0.998910665512085,""sadness"":0.0063296775333583355,""surprise"":0.0003929152444470674,""fear"":0.000028110653147450648}"
"এইটা লজ্জা - অন্য দেশে আর আমার দেশ","","stronglyNegative",-0.9998963117599488,"{""neutral"":0.0015331628965213895,""happy"":0.002279053907841444,""anger/disgust"":0.30811548233032227,""sadness"":0.853905439376831,""surprise"":0.003926695324480534,""fear"":0.004620300605893135}"
"এইভাবে কন্ঠস্বরকে রোধ করা যায় না, ক'জনকে গ্রেপতার করবেন?","","stronglyNegative",-0.999844241142273,"{""neutral"":0.16672132909297943,""happy"":0.019984669983386993,""anger/disgust"":0.5284919738769531,""sadness"":0.40532955527305603,""surprise"":0.04888872057199478,""fear"":0.050677258521318436}"
"এইসব পুঁটি মাছই একদিন দেশ স্বাধীন করছে এই বয়সী ছেলেরাই মুক্তি যোদ্ধে অংশ গ্রহন করেছেন বেশি।","","stronglyPositive",0.8137754917144776,"{""neutral"":0.22306957840919495,""happy"":0.282162070274353,""anger/disgust"":0.23701517283916473,""sadness"":0.14822445809841156,""surprise"":0.24119986593723297,""fear"":0.03532667085528374}"
"একজন নারী ও শিশুর সাথে ক্ষমতা দেখানোর জন্য সরকার তাকে বেতন দেয় না।","","stronglyNegative",-0.9998729705810547,"{""neutral"":0.0039652991108596325,""happy"":0.0019246835727244616,""anger/disgust"":0.758780837059021,""sadness"":0.5501167178153992,""surprise"":0.011212659068405628,""fear"":0.009178364649415016}"
"একজনের ইমেজ বৃদ্ধির নাটোক। সামনে আরো নাটোক আসবে.....","","weaklyNegative",-0.5998297929763794,"{""neutral"":0.1397351175546646,""happy"":0.17188440263271332,""anger/disgust"":0.5636947154998779,""sadness"":0.19161944091320038,""surprise"":0.024711819365620613,""fear"":0.014255281537771225}"
"একটা আতংকের নাম পুলিশ /এরা যারে ধরে একেবারে শেষ করে দেয়","","stronglyNegative",-0.9999485492706299,"{""neutral"":0.005042415577918291,""happy"":0.004640249069780111,""anger/disgust"":0.17447513341903687,""sadness"":0.18678396940231323,""surprise"":0.020716311410069466,""fear"":0.944794774055481}"
"একটা খেলার মাঠের দাবিতে এই শহরে একজন মা আর তাঁর ছেলে একসাথে লড়ছে , গ্রেফতার হচ্ছে !কি কুৎসিত একটা ব্যাপার।","","stronglyNegative",-0.9999508857727051,"{""neutral"":0.004182863514870405,""happy"":0.004768066573888063,""anger/disgust"":0.8820467591285706,""sadness"":0.2603435218334198,""surprise"":0.03991365432739258,""fear"":0.0349239706993103}"
"একটা মাঠ রক্ষায়ও প্রধানমন্ত্রীর নজর লাগে, তাইলে সরকারের বাকি পদধারীদের কাজটা কী!!","","weaklyNegative",-0.599858283996582,"{""neutral"":0.02773354947566986,""happy"":0.002042266307398677,""anger/disgust"":0.9033946990966797,""sadness"":0.09975292533636093,""surprise"":0.03688069432973862,""fear"":0.008489107713103294}"
"একটা স্বাধীন সভ্য দেশে খেলার মাঠ থাকা যতটা প্রয়োজন ঠিক তেমনি ভাবে আইনশৃঙ্খলা বাহিনীর কাজ করার জন্য নিজস্ব ভবন বা অ্যাডমিনিস্ট্রেশন থাকা প্রয়োজন।","","weaklyPositive",0.48367185592651374,"{""neutral"":0.8315020799636841,""happy"":0.01631106063723564,""anger/disgust"":0.14697875082492828,""sadness"":0.04507987201213837,""surprise"":0.008678040467202663,""fear"":0.005600202362984419}"
"একটি মাঠ, রাষ্ট্রের চরিত্র এবং নাগরিকের দায়ীত্ববোধ ।","","neutral",0.192742395401001,"{""neutral"":0.11213880777359009,""happy"":0.03997272625565529,""anger/disgust"":0.6075217723846436,""sadness"":0.1268349289894104,""surprise"":0.11206701397895813,""fear"":0.03956818953156471}"
"একটু আগেও দেখলাম পুলিশি পাহাড়ায় কাজ চলতেছে!","","weaklyNegative",-0.5999106645584107,"{""neutral"":0.7997354865074158,""happy"":0.025522498413920403,""anger/disgust"":0.09226660430431366,""sadness"":0.06188589334487915,""surprise"":0.13964660465717316,""fear"":0.047818198800086975}"
"একদম উচিত কথা","","weaklyPositive",0.5984645366668702,"{""neutral"":0.07502682507038116,""happy"":0.9237246513366699,""anger/disgust"":0.008438331075012684,""sadness"":0.0009870750363916159,""surprise"":0.0027377959340810776,""fear"":0.00022097391774877906}"
"একদম গোঁড়া টাইপের ধর্মীয় শিক্ষার গুরুত্ব এখনো অস্বীকার করা হবে??","","stronglyNegative",-0.9999464988708496,"{""neutral"":0.015742458403110504,""happy"":0.0017189630307257175,""anger/disgust"":0.9355573654174805,""sadness"":0.07225555181503296,""surprise"":0.03213687613606453,""fear"":0.007768217474222183}"
"একদম ভেঙে পরবে না, এইসব করেই টিকে থাকতে হবে।।অধিকার কেউ কাউকে সহজে দেয় না","","weaklyNegative",-0.5996232748031616,"{""neutral"":0.24273322522640228,""happy"":0.04795272648334503,""anger/disgust"":0.20876173675060272,""sadness"":0.44093409180641174,""surprise"":0.025379762053489685,""fear"":0.0088217593729496}"
"একদিন জনগণের কাছে দেওয়া মুচলেকার সাথে বিশ্বাস ঘাতকতার জন্য এসব পুলিশের বিচার হবে ✊✊","","stronglyNegative",-0.999826169013977,"{""neutral"":0.005196812562644482,""happy"":0.008672316558659077,""anger/disgust"":0.929888904094696,""sadness"":0.1627558469772339,""surprise"":0.002566385781392455,""fear"":0.00533278938382864}"
"একনায়কতন্ত্র দেশ হলে এমনই তো হবে এটা নিয়ে হতবাক হওয়ার কি আছে???","","weaklyNegative",-0.598549771308899,"{""neutral"":0.0055459546856582165,""happy"":0.0008258738671429455,""anger/disgust"":0.9691144227981567,""sadness"":0.028920017182826996,""surprise"":0.08233428746461868,""fear"":0.0016621343092992902}"
"একপাল অথর্ব ও একজন পরিবেশ-মাতা।(c)","","stronglyNegative",-0.990075159072876,"{""neutral"":0.2276379019021988,""happy"":0.005895594600588083,""anger/disgust"":0.36421990394592285,""sadness"":0.3684954047203064,""surprise"":0.021289559081196785,""fear"":0.009165927767753601}"
"একবার থানায় যান কোন কাযে তারপর দেখবেন জনগনের সেবা করবে বলে প্রতিজ্ঞা করা বেইমান গুলার আসল চেহারা এবং ব্যবহার।","","stronglyNegative",-0.9998652935028076,"{""neutral"":0.003115288447588682,""happy"":0.003023712197318673,""anger/disgust"":0.9807733297348022,""sadness"":0.044789716601371765,""surprise"":0.0027371319010853767,""fear"":0.002882372820749879}"
"একমাত্র প্রধানমন্ত্রীই সঠিক ভাবে ভাবেন।বাকিরা কি ভাবেন?নিউজ পোর্টালগুলোতে আপনাদের ভাবার ভেতর শুধু উদাসীনতা ছাড়া কিছুই দেখছি না","","weaklyNegative",-0.5997523307800292,"{""neutral"":0.0020784540101885796,""happy"":0.003340056398883462,""anger/disgust"":0.9450965523719788,""sadness"":0.3261582553386688,""surprise"":0.005291298497468233,""fear"":0.005637047812342644}"
"একে একে খালি মাঠ গুলো দখল হয়ে দালান কোটা হচ্ছে, হচ্ছে সুউচ্চ অট্টালিকা, শহর গুলো তো ইট পাথরের হয়ে গেছে, যা কিছু গাছপালা, মাঠ আছে তাও কোন না কোন ভাবে তাঁর শ্রী হারাচ্ছে, এমন চলতে থাকলে, পরবর্তী প্রজন্মের জন্য ফ্লাইওভার গাছ, মাঠ অপেক্ষা করছে।","","weaklyNegative",-0.5927845001220703,"{""neutral"":0.004104639869183302,""happy"":0.019108407199382782,""anger/disgust"":0.29882851243019104,""sadness"":0.9077341556549072,""surprise"":0.021201657131314278,""fear"":0.23859421908855438}"
"একেই বলে আইনের অপব্যবহার।","","stronglyNegative",-0.9999010801315308,"{""neutral"":0.005999789573252201,""happy"":0.02708009071648121,""anger/disgust"":0.9419339895248413,""sadness"":0.09993990510702133,""surprise"":0.006878319196403027,""fear"":0.00167985784355551}"
"একেকটা কথা পারমাণবিক বোমা","","stronglyNegative",-0.9800733327865601,"{""neutral"":0.08826551586389542,""happy"":0.02703690342605114,""anger/disgust"":0.023857366293668747,""sadness"":0.049776844680309296,""surprise"":0.4689176082611084,""fear"":0.6576346755027771}"
"এখন আমাদের কাছে ডাকাত কোন আতঙ্ক নয় পুলিশ তার চেয়ে বড় আতঙ্ক কারণ ডাকাতকে যেকোনোভাবে ম্যানেজ করা যায় তাদেরকে প্রটেক্ট করা যায় কিন্তু পুলিশক বিভিন্ন আইনের অজুহাত দেখিয়ে আমাদের কাছে বিভিন্ন টাকা হাতিয়ে নেন ""","","stronglyNegative",-0.9997215270996094,"{""neutral"":0.013531964272260666,""happy"":0.011708073318004608,""anger/disgust"":0.6564756035804749,""sadness"":0.40597450733184814,""surprise"":0.040657758712768555,""fear"":0.48243752121925354}"
"এখন চ্যতনা বাজ গুলি কোথায় ???","","neutral",-0.19998674392700197,"{""neutral"":0.12263716757297516,""happy"":0.005386687349528074,""anger/disgust"":0.8831954598426819,""sadness"":0.02739540860056877,""surprise"":0.026218552142381668,""fear"":0.004631430376321077}"
"এখন তার পক্ষে কোন নারীবাদি নাই","","weaklyNegative",-0.5984854459762573,"{""neutral"":0.003424928057938814,""happy"":0.001191628398373723,""anger/disgust"":0.23408682644367218,""sadness"":0.9080192446708679,""surprise"":0.003707249416038394,""fear"":0.022509783506393433}"
"এখন তো এই রকম কোন কিছু নিয়ে জনগণ আর মন্ত্রীরা কথার লড়াই শেষ হওয়ার পর যে দল ভারি হয় সেই দলে প্রধানমন্ত্রী ভোট দিয়ে দেন","","weaklyNegative",-0.5991328954696655,"{""neutral"":0.056032802909612656,""happy"":0.012768939137458801,""anger/disgust"":0.8493335247039795,""sadness"":0.16790322959423065,""surprise"":0.021176142618060112,""fear"":0.007713382598012686}"
"এখন তো মনে হচ্ছে, পুলিশ প্রশাসনই,দেশ ও দেশের সরকারকে চালাচ্ছে","","stronglyNegative",-0.8997542381286621,"{""neutral"":0.1264597773551941,""happy"":0.011522125452756882,""anger/disgust"":0.7989271283149719,""sadness"":0.10658615827560425,""surprise"":0.0500686950981617,""fear"":0.03228573128581047}"
"এখনও গুরু চিনেনই নাই….","","weaklyNegative",-0.5998370885848998,"{""neutral"":0.01634291745722294,""happy"":0.002796797314658761,""anger/disgust"":0.828355610370636,""sadness"":0.28615960478782654,""surprise"":0.01437882799655199,""fear"":0.006353406235575676}"
"এখনো কাজ চলতেছে,,,, এখন আল্লাহ ছাড়া আর কেউ ফেরাতে পারবে না,,,,","","stronglyPositive",0.8930595397949219,"{""neutral"":0.4003431499004364,""happy"":0.28747424483299255,""anger/disgust"":0.029750799760222435,""sadness"":0.3522585928440094,""surprise"":0.047451674938201904,""fear"":0.07110892236232758}"
"এখনো সময় আছে সবাই ইসলামের পথে ধর্মের পথে ফিরে আসুন সমাজ পরিবার মনুষ্যত্ব সব টিক হয়ে যাবে শান্তি আসবে,না হলে রক্ষা নেই খুব বিপদ খুব বিপদ","","stronglyNegative",-0.989697003364563,"{""neutral"":0.01558456290513277,""happy"":0.050747957080602646,""anger/disgust"":0.03324054181575775,""sadness"":0.3314211368560791,""surprise"":0.020426852628588676,""fear"":0.9410030841827393}"
"এগুলো তো নতুন কিছু নয়। মানুষকে ভয় দেখানোর জন্য এরকম বহুত ডায়লগ দিয়ে থাকে।","","weaklyNegative",-0.5997313499450683,"{""neutral"":0.011605885811150074,""happy"":0.003790827002376318,""anger/disgust"":0.46531084179878235,""sadness"":0.217023104429245,""surprise"":0.05682690814137459,""fear"":0.488558828830719}"
"এজন্য কুরআনের শিক্ষা প্রয়োজন,,, আল্লাহর কসম, মানুষের বানানো কোনো আইন পৃথিবীতে আজ পর্যন্ত শান্তি দিতে পারে নাই এবং ভবিষ্যতেউ পারবে না,,, আজ আমরা জাতি হিসেবে কতটা নিচে নেমে গেছি,,, পর্ন / চটি / ইত্যাদির প্রভাবে বিকৃত মানসিকতা সৃষ্টি হচ্ছে,,, এজন্য কুরআনের শিক্ষার কোনো বিকল্প নেই,,,","","stronglyNegative",-0.9887353658676148,"{""neutral"":0.03205837681889534,""happy"":0.20672354102134705,""anger/disgust"":0.33223864436149597,""sadness"":0.7902469635009766,""surprise"":0.04898659512400627,""fear"":0.2543960511684418}"
"এজন্যই বঙ্গালী বলে-----""বাঙালিকে জিত্তে হলে জিত্তে হবে শেখ হাসিনাকে""। কারন---""বাঙালির আশার আলো যে শেখ হাসিনা""।""বাঙালির শেষ ভরসার স্হল যে শেখ হাসিনা""।","","stronglyPositive",0.9966113090515138,"{""neutral"":0.02814066782593727,""happy"":0.968726396560669,""anger/disgust"":0.015635324642062187,""sadness"":0.010839380323886871,""surprise"":0.031185826286673546,""fear"":0.003155655926093459}"
"এটা কখনোই মেনে নেওয়া যায় না খেলার মাঠ কেন নষ্ট করা হবে।","","stronglyNegative",-0.999603009223938,"{""neutral"":0.01543478760868311,""happy"":0.004990076646208763,""anger/disgust"":0.4330189824104309,""sadness"":0.42339131236076355,""surprise"":0.05206427350640297,""fear"":0.04471695050597191}"
"এটা কেমন কথা হলো, ওনার বাড়িতে থানা ভবন হলে উনি থাকবেন কোথায়? চিন্তার বিষয়।","","weaklyNegative",-0.5998254537582397,"{""neutral"":0.016053805127739906,""happy"":0.0045137847773730755,""anger/disgust"":0.01287380326539278,""sadness"":0.13624359667301178,""surprise"":0.038087308406829834,""fear"":0.9619213342666626}"
"এটা কেমন রাষ্ট্র? এরা তো পাক হানাদারদের থেকেও হিংস্র!!","","stronglyNegative",-0.9999265909194947,"{""neutral"":0.013838448561728,""happy"":0.0019037022721022367,""anger/disgust"":0.4999016225337982,""sadness"":0.3326420187950134,""surprise"":0.12788422405719757,""fear"":0.23015612363815308}"
"এটা জনগনের গনতান্ত্রিক অধিকার যা এই সরকারই নিশ্চিত করেছে। তাই বলে রমজান মানে এমন ঘটনা! আর থানা করার জন্য সরকারের আবার জায়গার অভাব হয় নাকি। তাই বলে খেলার মাঠে!! অচিরেই গ্রেফতার কৃতদের মুক্তির দাবি জানাচ্ছি।","","weaklyNegative",-0.599883246421814,"{""neutral"":0.007422246970236301,""happy"":0.01845472864806652,""anger/disgust"":0.8775205612182617,""sadness"":0.2944795489311218,""surprise"":0.05654583498835564,""fear"":0.03226969763636589}"
"এটা ঠিক কোন পর্যায়ের আচরণ সেটা বলার ভাষা তৈরি হয়নি। তবে এভাবে খুন করলেই যে সমাধান মিলবে ,সেটাও না। সমাজ আজ অবক্ষয়ের কোথায় পৌঁছে গেছে, এ থেকে বেরিয়ে আসার পথই বা কোথায়? এমন এক মিশ্র সংস্কৃতিতে ঢুকে গেছি আমরা যেখান থেকে বেরিয়ে আসার পথ নেই। বিবেকহীন মানুষের বিবেককে জাগিয়ে তোলার কোনো উপায় আর অবশিষ্ট নেই।","","weaklyNegative",-0.47253010272979734,"{""neutral"":0.0021097881253808737,""happy"":0.00386488507501781,""anger/disgust"":0.1782005876302719,""sadness"":0.9803465604782104,""surprise"":0.017609288915991783,""fear"":0.1062684953212738}"
"এটা দুঃখজনক","","stronglyNegative",-0.9977417945861816,"{""neutral"":0.0001981365930987522,""happy"":0.0003515226999297738,""anger/disgust"":0.006512505002319813,""sadness"":0.9992031455039978,""surprise"":0.00030974700348451734,""fear"":0.0009261328959837556}"
"এটা নিয়ে আর কত নিউজ হবে। এর থেকে কি গুরুত্বপূর্ণ আর কোন নিউজ নেই। ছোট একটা জায়গা। এটাকে মাঠ মাঠ বলে চিল্লান কেন। আপনার ছেলে তো এই জায়গায় এসে ফোনে পাবজি গেম খেলবে অন্য কিছু নয়। হুদায় চিল্লাচিল্লি করেন।","","stronglyNegative",-0.9996483087539673,"{""neutral"":0.00034885143395513296,""happy"":0.0012393224751576781,""anger/disgust"":0.9967316389083862,""sadness"":0.02973059006035328,""surprise"":0.0024412712082266808,""fear"":0.0011206666240468621}"
"এটা বাংলাদেশ এখানে এই ধরনের হুমকি বা ঘটনা অস্বাভাবিক কিছু নয়। 😔","","stronglyNegative",-0.9999089479446411,"{""neutral"":0.31158679723739624,""happy"":0.002674950286746025,""anger/disgust"":0.028531493619084358,""sadness"":0.24962912499904633,""surprise"":0.016850190237164497,""fear"":0.4663484990596771}"
"এটা সঠিক যে বাংলাদেশে একমাত্র মন্তান পুলিশ, শুধু তাই বললেও ঠিক হবে না কেননা তারা: মন্তানী, চাঁদাবাজী, সন্ত্রাসী, গুম, খুন, ঘুষ, ধর্ষণ, চাটুকারিতা, দালালী, অবৈধ ভাবে গ্রেফতার করা, জনগণকে অবৈধ ভাবে বা বিনা কারনে থানা নিয়ে যাওয়া এহেন কোন কাজ নাই তারা করে না। এতে প্রমানিত বাংলাদেশ উন্নয়নে পুলিশও বাধার অন্যতম কারন নয় কি ?","","stronglyNegative",-0.9997219562530517,"{""neutral"":0.004793308209627867,""happy"":0.009695900604128838,""anger/disgust"":0.9482055902481079,""sadness"":0.18512731790542603,""surprise"":0.016730640083551407,""fear"":0.049225907772779465}"
"এটা সম্পূর্ণ মানবাধিকার এর লংঘন","","stronglyNegative",-0.9990123510360718,"{""neutral"":0.0019274132791906595,""happy"":0.0018160155741497874,""anger/disgust"":0.5843073725700378,""sadness"":0.6412213444709778,""surprise"":0.0019722767174243927,""fear"":0.012583420611917973}"
"এটা সেই মাঠ না বাচ্চারা খেলছিল বলে তাদেরকে কান ধরে ছিল পুলিশ??","","weaklyNegative",-0.5998985052108765,"{""neutral"":0.05963020399212837,""happy"":0.004522822797298431,""anger/disgust"":0.46191176772117615,""sadness"":0.2782404124736786,""surprise"":0.1777094304561615,""fear"":0.213460311293602}"
"এটাই আমাদের বাংলাদেশ! যা সরকারের অবশ্যই করার কথা সেগুলো আমরা বলতে গেলে বা রক্ষা করতে গেলে সরকারতুষ্ট লোকদের আঁতে ঘাঁ লাগে যার পরিনতি এমনই হয়। ছিঃ ছিঃ","","stronglyNegative",-0.9998493671417237,"{""neutral"":0.0031535702291876078,""happy"":0.004812796134501696,""anger/disgust"":0.8673833012580872,""sadness"":0.38463783264160156,""surprise"":0.007919334806501865,""fear"":0.04897201433777809}"
"এটাই আমাদের স্বাধীনতা 💀","","weaklyPositive",0.5433555126190186,"{""neutral"":0.18129310011863708,""happy"":0.4937114715576172,""anger/disgust"":0.1136615052819252,""sadness"":0.2635670602321625,""surprise"":0.0382438488304615,""fear"":0.023494767025113106}"
"এটাই এখন আমাদের বাংলাদেশের বাস্তবতা, প্রতিবাদ করলে জেলের ভাত খেতে হবে , না হয় রাজনৈতিক নেতাদের হয়রানির শিকার হতে হবে।","","stronglyNegative",-0.9999384880065918,"{""neutral"":0.004178668837994337,""happy"":0.001988793257623911,""anger/disgust"":0.15368187427520752,""sadness"":0.9267476201057434,""surprise"":0.007205723784863949,""fear"":0.10969336330890656}"
"এটাই পুলিশের চরিত্র। নাগরিকদের তুচ্ছ তাচ্ছিল্য আর নিজেদের রাঘব বোয়াল ভাবা।","","stronglyNegative",-0.9999307870864869,"{""neutral"":0.001046717748977244,""happy"":0.0025559025816619396,""anger/disgust"":0.9828258156776428,""sadness"":0.056365884840488434,""surprise"":0.002708106068894267,""fear"":0.0018121550092473626}"
"এটাই প্রমাণিত আইনের শাসন এবং রাষ্ট্রের ব্যর্থতা যেখানে সুশাসন ব্যর্থ হয় প্রধানমন্ত্রী ঘোষণা দিয়েদিল এখন আর কোনো আইন-কানুন নেই তাহলে বোঝা গেল প্রধানমন্ত্রীর নির্দেশে আইন চলে এটাই হলো বঙ্গবন্ধুর বাংলাদেশ","","stronglyNegative",-0.9999473571777344,"{""neutral"":0.0066838194616138935,""happy"":0.015508809126913548,""anger/disgust"":0.8424637913703918,""sadness"":0.5083137154579163,""surprise"":0.017117032781243324,""fear"":0.022381814196705818}"
"এটাই বাস্তবতা এবং এটাই বর্তমান ডিজিটাল বাংলাদেশের আসল রূপ সরকারের মন্ত্রীরা উদাহরণ দিয়ে বলে কানাডা সিঙ্গাপুর তা আসলে ধোঁকা এই হলো আমাদের বাংলাদেশ যেখানে প্রতিবাদ মানে পুলিশি গ্রেফতার আর নির্যাতন","","stronglyNegative",-0.9998315095901489,"{""neutral"":0.0034494148567318916,""happy"":0.0073609077371656895,""anger/disgust"":0.8873104453086853,""sadness"":0.4236987829208374,""surprise"":0.007701675873249769,""fear"":0.029552293941378593}"
"এটাই শেখ হাসিনার পুলিশ লীগ!","","stronglyNegative",-0.9816651105880737,"{""neutral"":0.3665904998779297,""happy"":0.08269944041967392,""anger/disgust"":0.5818437337875366,""sadness"":0.04735609143972397,""surprise"":0.024135587736964226,""fear"":0.0058524515479803085}"
"এটাই স্বাধীন বাংলাদেশ,,","","stronglyNegative",-0.7584162950515747,"{""neutral"":0.07152041047811508,""happy"":0.04817983880639076,""anger/disgust"":0.3208964169025421,""sadness"":0.6075039505958557,""surprise"":0.022419562563300133,""fear"":0.0226887296885252}"
"এটাই স্বাধীনতা","","weaklyPositive",0.48152241706848153,"{""neutral"":0.06675636768341064,""happy"":0.8369978070259094,""anger/disgust"":0.11078859120607376,""sadness"":0.04220350831747055,""surprise"":0.008929076604545116,""fear"":0.00460484204813838}"
"এটাতো স্বাধীন রাষ্ট্র না , মগের মুল্লুক ! এখানে শিশুদের কান্না অর্তনাত কে শুনবে ?","","stronglyNegative",-0.9999252557754517,"{""neutral"":0.002274177735671401,""happy"":0.0013341549783945084,""anger/disgust"":0.9380304217338562,""sadness"":0.2140578329563141,""surprise"":0.0040930756367743015,""fear"":0.011665627360343933}"
"এটারে দেখতেই মন চায় না পাগল একটা","","stronglyNegative",-0.9999421119689942,"{""neutral"":0.0003240599762648344,""happy"":0.0005388690624386072,""anger/disgust"":0.9992433786392212,""sadness"":0.0010620802640914917,""surprise"":0.00030667753890156746,""fear"":0.0000148934886965435}"
"এটি বিবিসিতে শুনেছি।","","neutral",-0.1999891519546509,"{""neutral"":0.9975209832191467,""happy"":0.003872180124744773,""anger/disgust"":0.00021459063282236457,""sadness"":0.0002803948300424963,""surprise"":0.0002352472802158445,""fear"":0.00014076600200496614}"
