"paragraph","message","polarity_class","polarity_score","emotion"
"এভাবেই অপরাধীরা পার পেয়ে যায় এবং দ্বিগুণ উৎসাহে পুনরায় অপরাধ করে। যাদের কারনে ঘটনার সূত্রপাত তাদেরকে হত্যা মামলার আসামী করা হোক ।","","stronglyNegative",-0.991804552078247,"{""neutral"":0.039030320942401886,""happy"":0.009616316296160221,""anger/disgust"":0.88491290807724,""sadness"":0.17352019250392914,""surprise"":0.01975085772573948,""fear"":0.02547460049390793}"
"এমডি. জুয়েল মাহমুদ","","neutral",0.19992914199829104,"{""neutral"":0.9964926838874817,""happy"":0.003980709705501795,""anger/disgust"":0.0004941115039400756,""sadness"":0.0004205529694445431,""surprise"":0.0005547846667468548,""fear"":0.00017004758410621434}"
"এমন ই হয়।নিরীহ্, নির্দোসীরাই পিষ্ট হয় সব সময় :-(","","stronglyNegative",-0.999826455116272,"{""neutral"":0.0002793949388433248,""happy"":0.0009992622071877122,""anger/disgust"":0.005868781358003616,""sadness"":0.9988471269607544,""surprise"":0.0007303892052732408,""fear"":0.0015804944559931755}"
"এমন ছাত্র হাজার টা মারা গেলে ও কারো কিছু আসে যাই না বর্তমান অবস্থা এমন।","","stronglyNegative",-0.9999359130859375,"{""neutral"":0.002384358551353216,""happy"":0.0006416628020815551,""anger/disgust"":0.1481587141752243,""sadness"":0.9795854091644287,""surprise"":0.002762477146461606,""fear"":0.01211053691804409}"
"এমন পরিস্থিতিতে মন খারাপ করা যাবে না, মন খারাপ করাও রাষ্ট্রদ্রোহী অপরাধ। হা হা হাসো বর্বর বাঙালি সরি সভ্য বাঙালী।","","stronglyNegative",-0.9193413019180298,"{""neutral"":0.07567868381738663,""happy"":0.20846772193908691,""anger/disgust"":0.6389412879943848,""sadness"":0.255582332611084,""surprise"":0.0335584357380867,""fear"":0.0354711152613163}"
"এমুহূর্তে অন্য বিশ্ববিদ্যালয় গুলোকে ঢাকা কলেজের পাশে দাড়ানো উচিত, কেননা বাংলাদেশের অধিকাংশ ন্যয্য আন্দোলনের প্রথম সারিতেই ঢাকা কলেজের শিক্ষার্থীদের দেখা গেছে।","","stronglyPositive",0.9996190309524537,"{""neutral"":0.1691439151763916,""happy"":0.8602417707443237,""anger/disgust"":0.033682167530059814,""sadness"":0.035630445927381516,""surprise"":0.015123361721634865,""fear"":0.006160052493214607}"
"এম্বুলেন্স ভাঙচুর করা অমানবিক, এবং অগ্রহণযোগ্য","","stronglyNegative",-0.999941635131836,"{""neutral"":0.0011525638401508331,""happy"":0.002879504580050707,""anger/disgust"":0.870509922504425,""sadness"":0.48805299401283264,""surprise"":0.0022058298345655203,""fear"":0.008193355984985828}"
"এর ইতিহাস এতো ঠুকনো নয় যে তোরা বললি উঠিয়ে দিতে; অমনি উঠে গেলঃ১৮৪১ সালে প্রতিষ্ঠিত হওয়া প্রতিষ্ঠানটি গৌরব ও ঐতিহ্যের ১৮১ টি সোনালী বসন্ত পার করেছে। যার মূল ফটকে দাঁড়ালে নজর কাড়বে গ্রিক দর্শনিক সক্রেটিসের বাণী, 'Know Thyself' অর্থাৎ ‘নিজেকে জানো’। গত ১৮১ বছর ধরে নিজেকে জানার প্রত্যয়ে এই বিদ্যাপীঠে পা রেখেছেন লাখো লাখো শিক্ষার্থী। এই কলেজের ছাত্রবাসে কত যে দেশ বরেণ্য মানুষের বসবাস ছিলো তার সংখ্যা নির্ধারণ করা সত্যিই কঠিন। বলছি দেশের সবচেয়ে প্রাচীন ও ঐতিহ্যবাহী এবং উপমহাদেশের বিদ্যারণ্যে প্রবীণ এক বৃক্ষ ‘ঢাকা কলেজ’ এর কথা।কষ্ট লাগলো আজ যখন দেখলাম, অবৈধভাবে ফুটপাতে বসা ব্যবসায়ী নামধারী হকাররা চাঁদাবাজীর কথা বলে ঐতিহ্যের স্বাক্ষী সেই কলেজ এবং শিক্ষার্থীদের প্রশ্নবিদ্ধ করছে। গোটা ছাত্র সমাজকে ছোট করেছে বিশ্ব দরবারে। সাংবাদিক, এম্বুলেন্স এমনকি শিক্ষকদের দিকেও তারা ইটপাটকেল মারতে পিছপা হয়নি। আফসোস! কতটা অবিবেচক তারা! অথচ তাদের ৫০% ক্রেতাই হলো ঐ এলাকার কলেজ বা ভার্সিটি পড়ুয়া ছাত্রছাত্রী।অথচ দেশ ও জাতির দুর্দিনে ঢাকা কলেজ দুঃশাসনের মরণ-যন্ত্রনা আর কষ্ট সংগ্রামকে ধারণ করে ঝাঁপিয়ে পড়েছে রাজপথে। 🔴 ১৯৩৯-৪৫ সালের বিশ্বযুদ্ধ🔴 ১৯৪১ সালের দাঙ্গা🔴 ১৯৫২ সালের মহান ভাষা আন্দোলন🔴 ১৯৫৪ সালের যুক্তফ্রন্ট নির্বাচন🔴 ১৯৬২ সালের সামরিক শাসনের বিরুদ্ধে তথা শিক্ষা আন্দোলন🔴 ৬৯ এর গণঅভ্যুত্থান🔴 ৭১ এর মহান মুক্তিযুদ্ধ🔴 ৯০ এর স্বৈরাচারবিরোধী আন্দোলন🔴 এমনকি যুদ্ধাপরাধীদের বিচারের দাবিতে আন্দোলনে এই কলেজের ছাত্রদের অংশগ্রহণ ছিল অগ্রভাগে।এ কলেজ থেকে বেরিয়ে আসা শিক্ষার্থীরা আজও দেশের জন্য অবদান রাখছে জাতীয় ও আন্তর্জাতিক পর্যায়ে।এতো যাদের অবদান সেই ছাত্র সমাজের গায়েই চাঁদাবাজির তকমা লাগিয়ে দিল ফুটপাত দখলদার বাহিনী।প্রশ্ন হলো; 🔶 কাদের জোড়ে তারা ছাত্র সমাজের রক্ত জরানোর সাহস পেল? 🔶 ঢাকা কলেজ অন্যত্র সরিয়ে নিতে বলার সাহস তারা কোথায় পেল?🔶 কারা-ই বা সকল ক্ষেত্রে ছাত্র সমাজকে কোণঠাসা করার পায়তারা করছে?👉 উত্তর টা সোজা, কিন্তু বলা টা ভীতিকর।পরিশেষে, ঢাকা কলেজ ও এর পড়ুয়াদের নিরাপত্তার স্বার্থে কলেজ এরিয়ার ফুটপাথ দ্রুত হউক হকারমুক্ত এবং হাঁটি হাঁটি পা পা করে ১৮১টি সোনালি বসন্ত পেরিয়ে আসা কলেজ টি 👌এগিয়ে যাক নিরন্তর প্রগতির দিকে, 👌অতিক্রম করুক নিজেই নিজেকে,🤲 সকলের প্রত্যাশা হওয়া উচিত এমনই.......♥️","","weaklyNegative",-0.3343011379241943,"{""neutral"":0.012786678969860077,""happy"":0.23532035946846008,""anger/disgust"":0.37711697816848755,""sadness"":0.7775430679321289,""surprise"":0.13770358264446259,""fear"":0.1779571920633316}"
"এর উচিত বিচার হওয়া দরকার","","weaklyPositive",0.5481419801712037,"{""neutral"":0.0021174014545977116,""happy"":0.0036624050699174404,""anger/disgust"":0.9469950199127197,""sadness"":0.10224748402833939,""surprise"":0.0009770450415089726,""fear"":0.002085059182718396}"
"এর জন্য ঢাকা কলেজ দায়ী","","weaklyNegative",-0.5960976362228394,"{""neutral"":0.004707396030426025,""happy"":0.000655200972687453,""anger/disgust"":0.9298003911972046,""sadness"":0.14330628514289856,""surprise"":0.001790909213013947,""fear"":0.009712878614664078}"
"এর জন্য দায়ি সকল আসামি কে আগে সাজার ব্যবস্থা করা হক তার পর আপনাদের ব্যবসা। ধরেন এই বছরের সকল খতি পুরণ আপনাদের কে দেওয়া হবে কিন্তু আপনারা এই মানুষ টার জান টা ফেরত দিতে হবে। কি পারবেন !? কি কথা বলেন না কেনো। আরে টাকা লাগলে টাকা দিবো তো আগে জান টা দে.... 😶","","stronglyNegative",-0.9981163501739502,"{""neutral"":0.0040041119791567326,""happy"":0.0069578164257109165,""anger/disgust"":0.93367999792099,""sadness"":0.22910599410533905,""surprise"":0.009964984841644764,""fear"":0.03502882272005081}"
"এর ডাবল জনসমাগমে একটা সরকার বিরোধী মিছিল একঘন্টা টিকতে দেয়না ডিজিটাল সরকার!অথচ............................. নিশ্চয় সর্ষের ভিতরে ভূত?","","stronglyNegative",-0.9999490737915039,"{""neutral"":0.006527216173708439,""happy"":0.0033183644991368055,""anger/disgust"":0.9320271611213684,""sadness"":0.1335463523864746,""surprise"":0.04514721408486366,""fear"":0.021621020510792732}"
"এর থেকে আর ভালো খবর কি হতে পারে।😎😎","","neutral",0.10455299615859986,"{""neutral"":0.09211591631174088,""happy"":0.8955672383308411,""anger/disgust"":0.005577113479375839,""sadness"":0.006681866478174925,""surprise"":0.026921981945633888,""fear"":0.001593143679201603}"
"এলিফ্যান্ট রোড,সাইন্সল্যাব থেকে নীলক্ষেত পর্যন্ত ঈদ পর্যন্ত হরতাল ঘোষণা করা হোক।","","stronglyNegative",-0.9987410783767701,"{""neutral"":0.010808059945702553,""happy"":0.0007398873567581177,""anger/disgust"":0.9834204316139221,""sadness"":0.013764221221208572,""surprise"":0.0016839675372466445,""fear"":0.0009751130710355937}"
"এসব উগ্রপন্থী ছাত্রদের দ্রুত আইনের আওতায় আনা উচিত। সরকারি কলেজে জনগণের টাকায় লেখাপড়া করে। অথচ এদের কাছ থেকে দেশের মানুষ কি পায়? বাংলাদেশে বর্তমানে সবচেয়ে বর্বর ও বেয়াদব শ্রেণি যদি থাকে এটা হলো ছাত্রসমাজ। ঢাকা কলেজের পোলাপান নিউমার্কেট গিয়েছিল মাস্তানি করতে। সেখান থেকে মার খেয়ে এসে ক্যাম্পাসে মিথ্যা বলে পুরো পরিস্থিতি উত্তপ্ত করে। যার বলি হতে হলো সদ্য বিয়ে করা আমাদের ছোট ভাই নাহিদ।","","stronglyNegative",-0.9995790243148803,"{""neutral"":0.0025154442992061377,""happy"":0.00920933485031128,""anger/disgust"":0.9220514297485352,""sadness"":0.2961566746234894,""surprise"":0.01397786010056734,""fear"":0.07698182016611099}"
"এসবের বলি তো সাধারন মানুষই হবে,দেখবেন যে হয়ত সে বাড়ির একমাত্র সন্তান,অথবা বাড়ির একমাত্র কর্মক্ষম ব্যক্তি।","","stronglyPositive",0.8719658374786379,"{""neutral"":0.011521837674081326,""happy"":0.01461305283010006,""anger/disgust"":0.021963665261864662,""sadness"":0.9610923528671265,""surprise"":0.0360841304063797,""fear"":0.047284144908189774}"
"ঐ মার্কেটে না গেলেই ভালো।","","weaklyPositive",0.5984355926513673,"{""neutral"":0.04149247333407402,""happy"":0.007195733021944761,""anger/disgust"":0.09511195123195648,""sadness"":0.4536297619342804,""surprise"":0.0031607882119715214,""fear"":0.2675853669643402}"
"ঐ শিক্ষার্থী যদি মারা যায়?? ব্যবসায়ীরা কি দায় ভার নিবে?","","stronglyNegative",-0.9999140977859498,"{""neutral"":0.033343132585287094,""happy"":0.003376992652192712,""anger/disgust"":0.28325197100639343,""sadness"":0.47940799593925476,""surprise"":0.022171488031744957,""fear"":0.30332791805267334}"
"ঐ সব ছাত্রতো সব সময় নেশাগ্রস্থ থাকে।","","stronglyNegative",-0.9999263525009155,"{""neutral"":0.0009125993237830698,""happy"":0.00012050614168401808,""anger/disgust"":0.9631266593933105,""sadness"":0.19036848843097687,""surprise"":0.0011470321333035827,""fear"":0.0079065952450037}"
"ওই এলাকার সিসিটিভি ফুটেজ সংগ্রহ করে,,গণমাধ্যম কর্মীদের তোলা বিভিন্ন ভিডিও দেখে খুনি দের সনাক্ত করে বিচার করা উচিত,,কাউকে ছাড় দেওয়া ঠিক হবে না,,নিরপরাধ মানুষটাকে হত্যা করে কেউ যেনো পার না পায়।","","stronglyNegative",-0.9136993646621704,"{""neutral"":0.07623031735420227,""happy"":0.12071793526411057,""anger/disgust"":0.49566513299942017,""sadness"":0.46715259552001953,""surprise"":0.048005882650613785,""fear"":0.23220977187156677}"
"ওকার তথ্য মতে এখানে বিএনপির আমলে প্রতিদিন ঝগড়া মারামারি করতো বিএনপির ছেলেরা, পুলিশ আসামি তালিকায় বিএনপির নেতাকর্মীদের নাম, দেশে বিএনপি ভরা শুধু প্রধানমন্ত্রী শক্তিশালী বিরোধীদল দেখেন না।","","stronglyNegative",-0.9999255895614624,"{""neutral"":0.001501995837315917,""happy"":0.001257776515558362,""anger/disgust"":0.9895753860473633,""sadness"":0.040072426199913025,""surprise"":0.005990824196487665,""fear"":0.0042252251878380775}"
"ওখানে বিএনপি বেশি বোধহয়","","weaklyNegative",-0.5948635101318359,"{""neutral"":0.9427217841148376,""happy"":0.0019429880194365978,""anger/disgust"":0.005954999942332506,""sadness"":0.015405909158289433,""surprise"":0.020292257890105247,""fear"":0.004199510905891657}"
"ওটা বর্বর ব্যাবসায়ীদের মার্কেটে পরিনত হয়েছে।ওখান থেকে আর কেনাকাটা নয়।","","stronglyNegative",-0.9990987539291382,"{""neutral"":0.013780444860458374,""happy"":0.004232120234519243,""anger/disgust"":0.6856554746627808,""sadness"":0.32629692554473877,""surprise"":0.03605293110013008,""fear"":0.03155149891972542}"
"ওদের আচার ব‍্যবহার নিয়ে লিখেন তাহলে মানুষ তাদের জন্য আর আফসোস করবে না।","","weaklyNegative",-0.5980957984924316,"{""neutral"":0.6058562994003296,""happy"":0.14429469406604767,""anger/disgust"":0.1382715255022049,""sadness"":0.07715120166540146,""surprise"":0.018351271748542786,""fear"":0.005428966600447893}"
"ওদের কিছুই হবেনা ওরা আওয়া লীগের অংশ","","weaklyNegative",-0.5993941068649291,"{""neutral"":0.07855062931776047,""happy"":0.01570245623588562,""anger/disgust"":0.7962765693664551,""sadness"":0.1379803866147995,""surprise"":0.00710307015106082,""fear"":0.004763339646160603}"
"ওদের জন্য কতো মানুষের সমস্যা আজ","","stronglyNegative",-0.9994154930114746,"{""neutral"":0.003151936689391732,""happy"":0.0011447388678789139,""anger/disgust"":0.6627766489982605,""sadness"":0.6392720341682434,""surprise"":0.006387237459421158,""fear"":0.013431616127490997}"
"ওদের পুটকিতে কারেন্ট বেশি তাই","","stronglyNegative",-0.9998460292816163,"{""neutral"":0.0002534024533815682,""happy"":0.0001681758149061352,""anger/disgust"":0.9995566010475159,""sadness"":0.00097029993776232,""surprise"":0.00031570857390761375,""fear"":0.000018503971659811214}"
"ওরা চারজন ছাত্রলীগের কোন পোস্টে ছিল ?","","neutral",-0.19998712539672853,"{""neutral"":0.9545983076095581,""happy"":0.0013541302178055048,""anger/disgust"":0.050777241587638855,""sadness"":0.0048604379408061504,""surprise"":0.023468373343348503,""fear"":0.001357424072921276}"
"ওরা চেংবাধীক,","","weaklyNegative",-0.5706143379211426,"{""neutral"":0.13270136713981628,""happy"":0.00954153761267662,""anger/disgust"":0.06346845626831055,""sadness"":0.6203418970108032,""surprise"":0.0035364171490073204,""fear"":0.004856119863688946}"
"ওরা দুই পক্ষই সন্ত্রাসী","","stronglyNegative",-0.9756617546081543,"{""neutral"":0.0011050759349018335,""happy"":0.0005012471228837967,""anger/disgust"":0.9829241633415222,""sadness"":0.08943046629428864,""surprise"":0.0007726155454292893,""fear"":0.0013046005042269826}"
"ওরা নিজেরা জালিয়ে ছাত্রদের দোষ দেয়।","","stronglyNegative",-0.9998881578445434,"{""neutral"":0.0026409593410789967,""happy"":0.0007032881258055568,""anger/disgust"":0.9829014539718628,""sadness"":0.03857545927166939,""surprise"":0.008445719256997108,""fear"":0.002149872714653611}"
"ওরা নিজেরাই আগুন লাগিয়ে ঘটনা অন্যদিকে প্রবাহিত ক্ররার চেষ্টা করছে।কারণ মার্কেট এরিয়া ছাত্রদের দখলে ছিলনা।","","stronglyNegative",-0.9990038394927978,"{""neutral"":0.006533595267683268,""happy"":0.0013369341613724828,""anger/disgust"":0.9390209913253784,""sadness"":0.12180057168006897,""surprise"":0.010972852818667889,""fear"":0.03187369182705879}"
"ওরা যে শিক্ষার্থী এটা ভুলে গেছে।","","weaklyNegative",-0.599871015548706,"{""neutral"":0.002808626275509596,""happy"":0.0009880667785182595,""anger/disgust"":0.007357936352491379,""sadness"":0.9891355037689209,""surprise"":0.005780504085123539,""fear"":0.002974069444462657}"
"ওরাই করছে","","weaklyNegative",-0.4272641897201538,"{""neutral"":0.5575185418128967,""happy"":0.03857625275850296,""anger/disgust"":0.35939598083496094,""sadness"":0.0502142496407032,""surprise"":0.030248936265707016,""fear"":0.00751511799171567}"
"কখন হবে? প্রশাসন কেন দোষী ব্যক্তিদের চিহ্নিত করে আইনের আওতায় আনতে ব্যর্থ হচ্ছে?","","stronglyNegative",-0.9995887756347657,"{""neutral"":0.021281694993376732,""happy"":0.0024177294690161943,""anger/disgust"":0.7773959636688232,""sadness"":0.3843805193901062,""surprise"":0.03068418987095356,""fear"":0.026017773896455765}"
"কত জন মরলো","","weaklyNegative",-0.5996614933013915,"{""neutral"":0.7405954599380493,""happy"":0.0006807427853345871,""anger/disgust"":0.03501317277550697,""sadness"":0.1454254388809204,""surprise"":0.014618966728448868,""fear"":0.030360622331500053}"
"কবে খুলবে?","","neutral",0.1999889373779297,"{""neutral"":0.9989514350891113,""happy"":0.00036958925193175673,""anger/disgust"":0.00040916280704550445,""sadness"":0.0004705074243247509,""surprise"":0.0003292229666840285,""fear"":0.0003939693851862103}"
"কবে?","","neutral",0.1999856472015381,"{""neutral"":0.9982163310050964,""happy"":0.0012769190361723304,""anger/disgust"":0.0009613081929273903,""sadness"":0.0005140657303854823,""surprise"":0.0007983126561157405,""fear"":0.0002858850930351764}"
"করোনা মহামারীতে সাধারণ শিক্ষার্থীদের ব্যাপক ক্ষতি হলো। প্রধানমন্ত্রীর কাছে জানতে চাই , নির্বাচনী ইশতেহার থাকার পরও চাকরির বয়সসীমা কেনো বৃদ্ধি করলেন না? সাধারণ শিক্ষার্থীদের সাথে কেনো বেঈমানি করলেন? একজন ছাত্র হিসেবে-চাকরিতে প্রবেশের বয়স না বাড়ানোর কারণে ""তীব্র নিন্দা ও প্রতিবাদ জানাই। সাধারণ ছাত্রদের অধিকার বঞ্চিত করার জন্য আল্লাহ গজব দিবে। আল্লাহ ছাড় দেন,তবে ছেড়ে দেন না। --আল্লাহ ভরসা।","","stronglyNegative",-0.9996841430664063,"{""neutral"":0.004162912257015705,""happy"":0.013665528036653996,""anger/disgust"":0.7786915898323059,""sadness"":0.6557650566101074,""surprise"":0.018536165356636047,""fear"":0.18275538086891174}"
"করোনায় বসে বসে অনেকের শরীর ম্যাজ ম্যাজ করতেছিল ওদিকে আবার ইউক্রেন-রাশিয়ার খবরগুলোও সুরসুরি দিচ্ছিল! লে পাবলিক....","","weaklyNegative",-0.5994663238525391,"{""neutral"":0.017493437975645065,""happy"":0.02417069301009178,""anger/disgust"":0.5513162016868591,""sadness"":0.43689024448394775,""surprise"":0.05728626251220703,""fear"":0.3269893229007721}"
"কর্মচারীদের ব্যবহার ভাল না এটাই একমাত্র কারণ","","weaklyNegative",-0.5998694419860839,"{""neutral"":0.00016148189024534076,""happy"":0.00006141360063338652,""anger/disgust"":0.9372270107269287,""sadness"":0.9523938894271851,""surprise"":0.0005007184809073806,""fear"":0.0004023632500320673}"
"কলেজ ছাত্ররা তোমরা একসাথে থাকি উত্তেজিত হয়ে ব্যবসায়ীদেরকে গালমন্দ করো তোমরা তো একদিন কিছু না কিছু করবে কোনো না কোনো ব্যবসায়ীদের কাছে যাবে চাকরির জন্য তোমাদের যদি জ্ঞান বেশি থাকে তাহলে তোমরা ব্যবসায়ীদেরকে বুঝিয়ে বল মারামারি করার কি দরকার","","weaklyNegative",-0.5979820966720581,"{""neutral"":0.0014745662920176983,""happy"":0.002681122161448002,""anger/disgust"":0.9868859052658081,""sadness"":0.0531872920691967,""surprise"":0.003979978617280722,""fear"":0.0030329651199281216}"
"কলেজ বন্ধ করে, মার্কেট খোলা থাকবে, ছাত্ররা মেনে নিবে, এটা কি মামু বাড়ির আবদার?","","weaklyNegative",-0.5999305486679076,"{""neutral"":0.002346317982301116,""happy"":0.0007120706140995026,""anger/disgust"":0.9876319766044617,""sadness"":0.0262488704174757,""surprise"":0.011454884894192219,""fear"":0.0025219169910997152}"
"কলেজ বিশ্ববিদ্যালয় এই গুলো সিটির বাইরে নিয়ে যেতে পারলে যানজট সহ সব সমস্যার সমাধান হয়ে যাবে।","","weaklyPositive",0.5988914728164674,"{""neutral"":0.7769656777381897,""happy"":0.32652831077575684,""anger/disgust"":0.0035491313319653273,""sadness"":0.0038002317305654287,""surprise"":0.000607881520409137,""fear"":0.0005385014810599387}"
"কলেজে স্থগিত পরীক্ষা নেওয়ার জন্য, ক্লাস করানোর জন্য, ছাত্র ছাত্রীদের রাস্তায় নেমে প্রতিবাদ করতে হয়, মানববন্ধন করতে হয়। নিউমার্কেট নিয়ে সমস্যা ছাত্র ছাত্রীদের রাস্তায় প্রতিবাদ করতে হচ্ছে। পুলিশ ছাত্র ছাত্রীদের উপর চড়াও হয়। তাহলে দেশের সরকার করে কি???","","weaklyNegative",-0.5997741937637329,"{""neutral"":0.008962736465036869,""happy"":0.008716104552149773,""anger/disgust"":0.8625921010971069,""sadness"":0.31435635685920715,""surprise"":0.03526599332690239,""fear"":0.11118606477975845}"
"কলেজের ছাত্র হইলে ছাত্ররা, সাংবাদিক হইলে সাংবাদিক রা, সম্প্রদায়ে হইলে নির্দিষ্ট সাম্প্রদায়িক গোষ্ঠী আন্দোলন করে। কিন্তু কোন সাধারণ মানুষের হত্যার বিচার এর জন্য এখনো কোন আন্দোলন চোখে পরল না। সবাই আন্দোলনের ভিতরে স্বার্থ খোজে। আসুন স্বার্থের উর্ধ্বে গিয়ে প্রতিটা মানুষের অন্যায়ের বিরুদ্ধে দাড়াই","","weaklyNegative",-0.5939152717590332,"{""neutral"":0.007739136461168528,""happy"":0.019742295145988464,""anger/disgust"":0.912926435470581,""sadness"":0.2769639194011688,""surprise"":0.015544355846941471,""fear"":0.05139271169900894}"
"কাক কেনো ঝগড়া করে তা,সবাই জানে, একটুকরা মাংশের জন্য,","","weaklyNegative",-0.5994672298431396,"{""neutral"":0.16376732289791107,""happy"":0.015879737213253975,""anger/disgust"":0.48859429359436035,""sadness"":0.1669274866580963,""surprise"":0.2917390763759613,""fear"":0.028165966272354126}"
"কাকে বলবো কাকা সবারে----পাকা।কিছু অসাধু ব্যবসায়ি আছে যারা দাম বেশি নেয় আর কিছু শিক্ষাথী আছে যারা দাম দেয় না।","","weaklyNegative",-0.5994527101516723,"{""neutral"":0.03325977176427841,""happy"":0.01672838069498539,""anger/disgust"":0.7188466787338257,""sadness"":0.5210383534431458,""surprise"":0.024052763357758522,""fear"":0.017137886956334114}"
"কাজের মতো কাজ করছে","","weaklyPositive",0.5992026567459108,"{""neutral"":0.04633992537856102,""happy"":0.9401624798774719,""anger/disgust"":0.014125780202448368,""sadness"":0.00201373640447855,""surprise"":0.003095762338489294,""fear"":0.00039950304199010134}"
"কাদের কাকা বলবে বিএনপি জামাত আগুন লাগিয়ে দিয়েছে...!","","stronglyNegative",-0.9999250173568726,"{""neutral"":0.06665480881929398,""happy"":0.0021028814371675253,""anger/disgust"":0.8977527618408203,""sadness"":0.03473677486181259,""surprise"":0.05442122742533684,""fear"":0.011416186578571796}"
"কাধে ব্যাগ দেখে ছাত্র ভেবে টুকাইরা ছেলেটাকে একবারে শেষই করে দিল।","","stronglyNegative",-0.999945592880249,"{""neutral"":0.01364915631711483,""happy"":0.009795145131647587,""anger/disgust"":0.5888352990150452,""sadness"":0.258688747882843,""surprise"":0.10457608848810196,""fear"":0.15597540140151978}"
"কার আঘাতে মারা গেল,সব জায়গায় পুলিশ কথা বলার আগে বন্দুক চালায়,এটাও একটা উন্নয়ন!","","stronglyNegative",-0.9999496936798096,"{""neutral"":0.00386428483761847,""happy"":0.0013547170674428344,""anger/disgust"":0.9701406359672546,""sadness"":0.07926666736602783,""surprise"":0.013414647430181503,""fear"":0.0028502698987722397}"
"কারণ এদের বিএনপি নেতারা উস্কিয়ে দেয়😆","","weaklyNegative",-0.5999005079269408,"{""neutral"":0.006103671621531248,""happy"":0.000619520025793463,""anger/disgust"":0.9738715291023254,""sadness"":0.0380888395011425,""surprise"":0.006839117966592312,""fear"":0.006347036454826593}"
"কারণ ছাএরা পড়ালেখা করতে করতে এখন তাদেরকে নিচু লেভেলের মনেই করে।","","weaklyNegative",-0.5876739025115967,"{""neutral"":0.0009331937180832028,""happy"":0.0001931641745613888,""anger/disgust"":0.0418877899646759,""sadness"":0.9893107414245605,""surprise"":0.0008698438759893179,""fear"":0.0013164185220375657}"
"কারণ বাংলাদেশের জাতীয় খেলা হা ডু ডু ।একটু জাতাজাতি খেলা না করলে কি আর হয়?","","weaklyNegative",-0.5995889186859131,"{""neutral"":0.5623409152030945,""happy"":0.06434057652950287,""anger/disgust"":0.21693859994411469,""sadness"":0.2991864085197449,""surprise"":0.06582270562648773,""fear"":0.0331035777926445}"
"কারণ শিক্ষার্থী রূপী চাঁদাবাজদের মাত্রাতিরিক্ত অত্যাচার।","","stronglyNegative",-0.9999465465545654,"{""neutral"":0.001642066752538085,""happy"":0.0014839944196864963,""anger/disgust"":0.9649906754493713,""sadness"":0.07791785150766373,""surprise"":0.003428008873015642,""fear"":0.015139320865273476}"
"কারণ, তাদের পড়াশুনা ভালো লাগেনা","","weaklyNegative",-0.5999414920806885,"{""neutral"":0.0004455514717847109,""happy"":0.0002422799589112401,""anger/disgust"":0.0041096992790699005,""sadness"":0.998675525188446,""surprise"":0.0004395972937345505,""fear"":0.0021890439093112946}"
"কারণ,ঢাকা কলেজে শিক্ষার চেয়ে কুশিক্ষা বেশি,,,","","stronglyNegative",-0.9998528957366943,"{""neutral"":0.0005007017753086984,""happy"":0.00044491529115475714,""anger/disgust"":0.9951874017715454,""sadness"":0.027433566749095917,""surprise"":0.0008563945884816349,""fear"":0.0009647906990721822}"
"কারন এইটা তাদের বাপ দাদার এলাকা মনে করে তারা মার্কেট থেকে ভিন্ন কারনে জামেলা করে আর হলে গিয়া ভিন্ন কারন বলে ছাত্রদের এমন মানুষিকতা পরিবর্তন করতে হবে","","weaklyNegative",-0.5997769117355347,"{""neutral"":0.001624123309738934,""happy"":0.0018306263955309987,""anger/disgust"":0.9836142063140869,""sadness"":0.07025058567523956,""surprise"":0.0062512485310435295,""fear"":0.003098453627899289}"
"কারন ব্যবসায়ীদের আচরনগত সমস্যা","","weaklyNegative",-0.5998827219009399,"{""neutral"":0.0018218914046883583,""happy"":0.00038121978286653757,""anger/disgust"":0.011859489604830742,""sadness"":0.9903655052185059,""surprise"":0.0018810968613252044,""fear"":0.007642896845936775}"
"কারন, আওয়ামী লীগের বাংলাদেশ ,
 [PHOTO] https://external-den4-1.xx.fbcdn.net/safe_image.php?w=396&h=224&url=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2Fd3276249a978c7d76bb681435efddfda%2Ftenor.gif%3Fitemid%3D5104045&sx=0&sy=0&sw=434&sh=245&ext=emg0&_nc_oe=70146&_nc_sid=632586&_nc_o2e=1&ccb=3-6&_nc_hash=AQEpKxhcPBmJQSMI","Please input Bangla text.","","",""
"কারা নাকি উসকায়।","","neutral",-0.15235151052474977,"{""neutral"":0.06826195120811462,""happy"":0.007112607359886169,""anger/disgust"":0.585155725479126,""sadness"":0.14903391897678375,""surprise"":0.15916979312896729,""fear"":0.07841518521308899}"
"কালকে রাত থেকে এখন পর্যন্ত সংঘর্ষ হচ্ছে অথচ প্রশাসনকে দেখা যাচ্ছে না,,","","stronglyNegative",-0.9999328136444092,"{""neutral"":0.01351843774318695,""happy"":0.0020350096747279167,""anger/disgust"":0.7530249953269958,""sadness"":0.3397178649902344,""surprise"":0.04770588129758835,""fear"":0.21539101004600525}"
"কালকেই ওদের আব্বারা ওদের অস্বীকার করবে!!! বলবে ওরা বিএনপির সন্তান😄","","stronglyNegative",-0.9998842477798462,"{""neutral"":0.004520837217569351,""happy"":0.0016952237347140908,""anger/disgust"":0.9657942652702332,""sadness"":0.06533768028020859,""surprise"":0.008728353306651115,""fear"":0.003158981679007411}"
